Filename	Atlas Name	Biospecimen	Assay	Level	Organ	Diagnosis	Data Access	File Format	HTAN Parent Data File ID	HTAN Data File ID	Data Category	Matrix Type	Linked Matrices	Cell Median Number Reads	Cell Median Number Genes	Cell Total	Sc RN Aseq Workflow Type	Sc RN Aseq Workflow Parameters Description	Workflow Link	Workflow Version	Synapse Id	Atlasid	Data File ID	Parent Data File ID	Is Raw Sequencing	Release Version	Metadata	View
sc_RNAseq_level_3/HT056P-S1PAA1-matrix.mtx	HTAN WUSTL	HTA12_1_1	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_1_2001	HTA12_1_3003	Gene Expression	Raw Counts		50255	1268	11248	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117086	HTA12	HTA12_1_3003	HTA12_1_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1PBA3-barcodes.tsv	HTAN WUSTL	HTA12_1_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_1_2002	HTA12_1_3004	Other	Raw Counts		119751	1850	5264	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117051	HTA12	HTA12_1_3004	HTA12_1_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1PBA3-features.tsv	HTAN WUSTL	HTA12_1_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_1_2002	HTA12_1_3005	Other	Raw Counts		119751	1850	5264	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116879	HTA12	HTA12_1_3005	HTA12_1_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1PBA3-matrix.mtx	HTAN WUSTL	HTA12_1_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_1_2002	HTA12_1_3006	Gene Expression	Raw Counts		119751	1850	5264	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117082	HTA12	HTA12_1_3006	HTA12_1_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1R1A1-barcodes.tsv	HTAN WUSTL	HTA12_1_3	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_1_2003	HTA12_1_3007	Other	Raw Counts		71328	1160	7953	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117048	HTA12	HTA12_1_3007	HTA12_1_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1R1A1-features.tsv	HTAN WUSTL	HTA12_1_3	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_1_2003	HTA12_1_3008	Other	Raw Counts		71328	1160	7953	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116877	HTA12	HTA12_1_3008	HTA12_1_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1R1A1-matrix.mtx	HTAN WUSTL	HTA12_1_3	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_1_2003	HTA12_1_3009	Gene Expression	Raw Counts		71328	1160	7953	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117083	HTA12	HTA12_1_3009	HTA12_1_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT060P1-S1R1A1G1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_2_5	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_2_2001	HTA12_2_3001	Other	Raw Counts		53174	2261	12027	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117062	HTA12	HTA12_2_3001	HTA12_2_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT060P1-S1R1A1G1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_2_5	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_2_2001	HTA12_2_3002	Other	Raw Counts		53174	2261	12027	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116894	HTA12	HTA12_2_3002	HTA12_2_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT060P1-S1R1A1G1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_2_5	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_2_2001	HTA12_2_3003	Gene Expression	Raw Counts		53174	2261	12027	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117088	HTA12	HTA12_2_3003	HTA12_2_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PAA1A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_3_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2001	HTA12_3_3001	Other	Raw Counts		103203	1012	5318	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117053	HTA12	HTA12_3_3001	HTA12_3_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PAA1A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_3_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2001	HTA12_3_3002	Other	Raw Counts		103203	1012	5318	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116923	HTA12	HTA12_3_3002	HTA12_3_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PAA1A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_3_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_3_2001	HTA12_3_3003	Gene Expression	Raw Counts		103203	1012	5318	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117081	HTA12	HTA12_3_3003	HTA12_3_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PBA1A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_3_4	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2002	HTA12_3_3004	Other	Raw Counts		119855	402	4151	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117052	HTA12	HTA12_3_3004	HTA12_3_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PBA1A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_3_4	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2002	HTA12_3_3005	Other	Raw Counts		119855	402	4151	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116895	HTA12	HTA12_3_3005	HTA12_3_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PBA1A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_3_4	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_3_2002	HTA12_3_3006	Gene Expression	Raw Counts		119855	402	4151	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117078	HTA12	HTA12_3_3006	HTA12_3_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PCA1A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_3_7	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2003	HTA12_3_3007	Other	Raw Counts		161774	617	3858	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117065	HTA12	HTA12_3_3007	HTA12_3_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PCA1A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_3_7	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2003	HTA12_3_3008	Other	Raw Counts		161774	617	3858	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116916	HTA12	HTA12_3_3008	HTA12_3_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1PCA1A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_3_7	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_3_2003	HTA12_3_3009	Gene Expression	Raw Counts		161774	617	3858	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117076	HTA12	HTA12_3_3009	HTA12_3_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1R1A1A1Z1_B2_1-barcodes.tsv	HTAN WUSTL	HTA12_3_10	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2004	HTA12_3_3010	Other	Raw Counts		139989	1685	4282	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117060	HTA12	HTA12_3_3010	HTA12_3_2004		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1R1A1A1Z1_B2_1-features.tsv	HTAN WUSTL	HTA12_3_10	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_3_2004	HTA12_3_3011	Other	Raw Counts		139989	1685	4282	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116878	HTA12	HTA12_3_3011	HTA12_3_2004		Release 3.0	Details	
sc_RNAseq_level_3/HT061P1-S1R1A1A1Z1_B2_1-matrix.mtx	HTAN WUSTL	HTA12_3_10	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_3_2004	HTA12_3_3012	Gene Expression	Raw Counts		139989	1685	4282	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117079	HTA12	HTA12_3_3012	HTA12_3_2004		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H1A2A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_4_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2001	HTA12_4_3001	Other	Raw Counts		230069	994	2713	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117050	HTA12	HTA12_4_3001	HTA12_4_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H1A2A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_4_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2001	HTA12_4_3002	Other	Raw Counts		230069	994	2713	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116888	HTA12	HTA12_4_3002	HTA12_4_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H1A2A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_4_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_4_2001	HTA12_4_3003	Gene Expression	Raw Counts		230069	994	2713	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117064	HTA12	HTA12_4_3003	HTA12_4_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H3A2A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_4_5	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2002	HTA12_4_3004	Other	Raw Counts		209761	1245	2788	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117055	HTA12	HTA12_4_3004	HTA12_4_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H3A2A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_4_5	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2002	HTA12_4_3005	Other	Raw Counts		209761	1245	2788	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116943	HTA12	HTA12_4_3005	HTA12_4_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H3A2A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_4_5	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_4_2002	HTA12_4_3006	Gene Expression	Raw Counts		209761	1245	2788	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117080	HTA12	HTA12_4_3006	HTA12_4_2002		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H7A2A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_4_8	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2003	HTA12_4_3007	Other	Raw Counts		106752	997	5579	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117061	HTA12	HTA12_4_3007	HTA12_4_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H7A2A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_4_8	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2003	HTA12_4_3008	Other	Raw Counts		106752	997	5579	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116905	HTA12	HTA12_4_3008	HTA12_4_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H7A2A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_4_8	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_4_2003	HTA12_4_3009	Gene Expression	Raw Counts		106752	997	5579	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117085	HTA12	HTA12_4_3009	HTA12_4_2003		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H9A2A1Z1_1B2_1-barcodes.tsv	HTAN WUSTL	HTA12_4_12	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2004	HTA12_4_3010	Other	Raw Counts		228003	1391	2425	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117059	HTA12	HTA12_4_3010	HTA12_4_2004		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H9A2A1Z1_1B2_1-features.tsv	HTAN WUSTL	HTA12_4_12	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_4_2004	HTA12_4_3011	Other	Raw Counts		228003	1391	2425	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116946	HTA12	HTA12_4_3011	HTA12_4_2004		Release 3.0	Details	
sc_RNAseq_level_3/HT064P1-S1H9A2A1Z1_1B2_1-matrix.mtx	HTAN WUSTL	HTA12_4_12	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_4_2004	HTA12_4_3012	Gene Expression	Raw Counts		228003	1391	2425	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117075	HTA12	HTA12_4_3012	HTA12_4_2004		Release 3.0	Details	
sc_RNAseq_level_3/HT071P1-XB1_1-barcodes.tsv	HTAN WUSTL	HTA12_5_10	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_5_2001	HTA12_5_3001	Other	Raw Counts		357501	1118	1742	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117057	HTA12	HTA12_5_3001	HTA12_5_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT071P1-XB1_1-features.tsv	HTAN WUSTL	HTA12_5_10	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_5_2001	HTA12_5_3002	Other	Raw Counts		357501	1118	1742	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116891	HTA12	HTA12_5_3002	HTA12_5_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT071P1-XB1_1-matrix.mtx	HTAN WUSTL	HTA12_5_10	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	mtx	HTA12_5_2001	HTA12_5_3003	Gene Expression	Raw Counts		357501	1118	1742	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117073	HTA12	HTA12_5_3003	HTA12_5_2001		Release 3.0	Details	
